# time python3 neural_net_simple.py --num_epochs=25 --batch_size=512 --learning_rate=1e-3 --embedding_dim=128 --dropout=0.35
Epoch: 0 | Loss: 0.8457 | Train Accuracy: 23.61 | Test Accuracy: 25.35
Epoch: 1 | Loss: 0.7799 | Train Accuracy: 25.13 | Test Accuracy: 26.03
Epoch: 2 | Loss: 0.7709 | Train Accuracy: 25.39 | Test Accuracy: 25.87
Epoch: 3 | Loss: 0.7668 | Train Accuracy: 25.52 | Test Accuracy: 26.44
Epoch: 4 | Loss: 0.7641 | Train Accuracy: 25.62 | Test Accuracy: 26.03
Epoch: 5 | Loss: 0.7593 | Train Accuracy: 25.75 | Test Accuracy: 26.90
Epoch: 6 | Loss: 0.7528 | Train Accuracy: 25.92 | Test Accuracy: 26.95
Epoch: 7 | Loss: 0.7468 | Train Accuracy: 26.06 | Test Accuracy: 27.20
Epoch: 8 | Loss: 0.7412 | Train Accuracy: 26.18 | Test Accuracy: 27.37
Epoch: 9 | Loss: 0.7362 | Train Accuracy: 26.30 | Test Accuracy: 27.25
Epoch: 10 | Loss: 0.7313 | Train Accuracy: 26.41 | Test Accuracy: 27.65
Epoch: 11 | Loss: 0.7262 | Train Accuracy: 26.50 | Test Accuracy: 27.68
Epoch: 12 | Loss: 0.7211 | Train Accuracy: 26.61 | Test Accuracy: 27.84
Epoch: 13 | Loss: 0.7163 | Train Accuracy: 26.71 | Test Accuracy: 27.90
Epoch: 14 | Loss: 0.7112 | Train Accuracy: 26.80 | Test Accuracy: 27.93
Epoch: 15 | Loss: 0.7062 | Train Accuracy: 26.91 | Test Accuracy: 28.26
Epoch: 16 | Loss: 0.7016 | Train Accuracy: 27.01 | Test Accuracy: 28.17
Epoch: 17 | Loss: 0.6969 | Train Accuracy: 27.09 | Test Accuracy: 28.51
Epoch: 18 | Loss: 0.6927 | Train Accuracy: 27.18 | Test Accuracy: 28.31
Epoch: 19 | Loss: 0.6886 | Train Accuracy: 27.28 | Test Accuracy: 28.77
Epoch: 20 | Loss: 0.6850 | Train Accuracy: 27.35 | Test Accuracy: 28.66
Epoch: 21 | Loss: 0.6817 | Train Accuracy: 27.41 | Test Accuracy: 28.78
Epoch: 22 | Loss: 0.6782 | Train Accuracy: 27.51 | Test Accuracy: 28.46
Epoch: 23 | Loss: 0.6753 | Train Accuracy: 27.55 | Test Accuracy: 28.71
Epoch: 24 | Loss: 0.6724 | Train Accuracy: 27.60 | Test Accuracy: 29.03
