# time python3 factorization_simple.py --num_epochs=25 --batch_size=2048 --learning_rate=1e-3 --embedding_dim=16
Epoch: 0 | Loss: 2.1067 | Train Accuracy: 11.65 | Test Accuracy: 12.13
Epoch: 1 | Loss: 1.5150 | Train Accuracy: 15.70 | Test Accuracy: 19.53
Epoch: 2 | Loss: 0.9700 | Train Accuracy: 22.03 | Test Accuracy: 22.98
Epoch: 3 | Loss: 0.8321 | Train Accuracy: 24.36 | Test Accuracy: 24.52
Epoch: 4 | Loss: 0.7567 | Train Accuracy: 25.72 | Test Accuracy: 25.47
Epoch: 5 | Loss: 0.7153 | Train Accuracy: 26.55 | Test Accuracy: 26.00
Epoch: 6 | Loss: 0.6912 | Train Accuracy: 27.05 | Test Accuracy: 26.32
Epoch: 7 | Loss: 0.6737 | Train Accuracy: 27.42 | Test Accuracy: 26.56
Epoch: 8 | Loss: 0.6589 | Train Accuracy: 27.73 | Test Accuracy: 26.77
Epoch: 9 | Loss: 0.6453 | Train Accuracy: 28.01 | Test Accuracy: 26.96
Epoch: 10 | Loss: 0.6330 | Train Accuracy: 28.28 | Test Accuracy: 27.13
Epoch: 11 | Loss: 0.6219 | Train Accuracy: 28.52 | Test Accuracy: 27.26
Epoch: 12 | Loss: 0.6122 | Train Accuracy: 28.75 | Test Accuracy: 27.39
Epoch: 13 | Loss: 0.6037 | Train Accuracy: 28.93 | Test Accuracy: 27.47
Epoch: 14 | Loss: 0.5963 | Train Accuracy: 29.11 | Test Accuracy: 27.55
Epoch: 15 | Loss: 0.5897 | Train Accuracy: 29.27 | Test Accuracy: 27.61
Epoch: 16 | Loss: 0.5839 | Train Accuracy: 29.41 | Test Accuracy: 27.67
Epoch: 17 | Loss: 0.5787 | Train Accuracy: 29.53 | Test Accuracy: 27.72
Epoch: 18 | Loss: 0.5740 | Train Accuracy: 29.65 | Test Accuracy: 27.75
Epoch: 19 | Loss: 0.5698 | Train Accuracy: 29.74 | Test Accuracy: 27.78
Epoch: 20 | Loss: 0.5659 | Train Accuracy: 29.85 | Test Accuracy: 27.81
Epoch: 21 | Loss: 0.5624 | Train Accuracy: 29.94 | Test Accuracy: 27.84
Epoch: 22 | Loss: 0.5591 | Train Accuracy: 30.01 | Test Accuracy: 27.88
Epoch: 23 | Loss: 0.5562 | Train Accuracy: 30.09 | Test Accuracy: 27.89
Epoch: 24 | Loss: 0.5534 | Train Accuracy: 30.16 | Test Accuracy: 27.91
