Epoch: 0 | Loss: 0.9979 | Train Accuracy: 23.44 | Test Accuracy: 26.17
Epoch: 1 | Loss: 0.6727 | Train Accuracy: 27.51 | Test Accuracy: 27.90
Epoch: 2 | Loss: 0.6100 | Train Accuracy: 29.05 | Test Accuracy: 28.45
Epoch: 3 | Loss: 0.5906 | Train Accuracy: 29.64 | Test Accuracy: 28.61
Epoch: 4 | Loss: 0.5825 | Train Accuracy: 29.90 | Test Accuracy: 28.68
Epoch: 5 | Loss: 0.5777 | Train Accuracy: 30.05 | Test Accuracy: 28.74
Epoch: 6 | Loss: 0.5746 | Train Accuracy: 30.16 | Test Accuracy: 28.81
Epoch: 7 | Loss: 0.5727 | Train Accuracy: 30.23 | Test Accuracy: 28.81
Epoch: 8 | Loss: 0.5713 | Train Accuracy: 30.26 | Test Accuracy: 28.88
Epoch: 9 | Loss: 0.5706 | Train Accuracy: 30.29 | Test Accuracy: 28.85
Epoch: 10 | Loss: 0.5700 | Train Accuracy: 30.32 | Test Accuracy: 28.88
Epoch: 11 | Loss: 0.5695 | Train Accuracy: 30.33 | Test Accuracy: 28.88
Epoch: 12 | Loss: 0.5691 | Train Accuracy: 30.34 | Test Accuracy: 28.92
Epoch: 13 | Loss: 0.5688 | Train Accuracy: 30.34 | Test Accuracy: 28.90
Epoch: 14 | Loss: 0.5685 | Train Accuracy: 30.35 | Test Accuracy: 28.94
Epoch: 15 | Loss: 0.5684 | Train Accuracy: 30.35 | Test Accuracy: 28.96
Epoch: 16 | Loss: 0.5682 | Train Accuracy: 30.36 | Test Accuracy: 28.93
Epoch: 17 | Loss: 0.5680 | Train Accuracy: 30.37 | Test Accuracy: 28.95
Epoch: 18 | Loss: 0.5678 | Train Accuracy: 30.37 | Test Accuracy: 28.97
Epoch: 19 | Loss: 0.5677 | Train Accuracy: 30.37 | Test Accuracy: 28.94
Epoch: 20 | Loss: 0.5676 | Train Accuracy: 30.38 | Test Accuracy: 28.97
Epoch: 21 | Loss: 0.5675 | Train Accuracy: 30.38 | Test Accuracy: 28.93
Epoch: 22 | Loss: 0.5674 | Train Accuracy: 30.39 | Test Accuracy: 28.98
Epoch: 23 | Loss: 0.5673 | Train Accuracy: 30.39 | Test Accuracy: 28.96
Epoch: 24 | Loss: 0.5673 | Train Accuracy: 30.39 | Test Accuracy: 28.94
Epoch: 25 | Loss: 0.5671 | Train Accuracy: 30.39 | Test Accuracy: 29.00
Epoch: 26 | Loss: 0.5671 | Train Accuracy: 30.40 | Test Accuracy: 28.98
Epoch: 27 | Loss: 0.5671 | Train Accuracy: 30.40 | Test Accuracy: 29.00
Epoch: 28 | Loss: 0.5671 | Train Accuracy: 30.39 | Test Accuracy: 28.99
Epoch: 29 | Loss: 0.5670 | Train Accuracy: 30.40 | Test Accuracy: 28.97
Epoch: 30 | Loss: 0.5670 | Train Accuracy: 30.39 | Test Accuracy: 28.98
Epoch: 31 | Loss: 0.5669 | Train Accuracy: 30.40 | Test Accuracy: 29.00
Epoch: 32 | Loss: 0.5669 | Train Accuracy: 30.41 | Test Accuracy: 28.99
Epoch: 33 | Loss: 0.5668 | Train Accuracy: 30.41 | Test Accuracy: 29.03
Epoch: 34 | Loss: 0.5668 | Train Accuracy: 30.41 | Test Accuracy: 29.02
Epoch: 35 | Loss: 0.5668 | Train Accuracy: 30.40 | Test Accuracy: 29.04
Epoch: 36 | Loss: 0.5667 | Train Accuracy: 30.40 | Test Accuracy: 28.98
Epoch: 37 | Loss: 0.5668 | Train Accuracy: 30.41 | Test Accuracy: 29.01
Epoch: 38 | Loss: 0.5667 | Train Accuracy: 30.41 | Test Accuracy: 29.02
Epoch: 39 | Loss: 0.5667 | Train Accuracy: 30.40 | Test Accuracy: 29.02
Epoch: 40 | Loss: 0.5666 | Train Accuracy: 30.41 | Test Accuracy: 28.97
Epoch: 41 | Loss: 0.5667 | Train Accuracy: 30.40 | Test Accuracy: 29.01
Epoch: 42 | Loss: 0.5666 | Train Accuracy: 30.41 | Test Accuracy: 28.99
Epoch: 43 | Loss: 0.5666 | Train Accuracy: 30.40 | Test Accuracy: 29.05
Epoch: 44 | Loss: 0.5667 | Train Accuracy: 30.40 | Test Accuracy: 29.01
Epoch: 45 | Loss: 0.5666 | Train Accuracy: 30.41 | Test Accuracy: 29.02
Epoch: 46 | Loss: 0.5665 | Train Accuracy: 30.41 | Test Accuracy: 29.02
Epoch: 47 | Loss: 0.5666 | Train Accuracy: 30.42 | Test Accuracy: 28.98
Epoch: 48 | Loss: 0.5665 | Train Accuracy: 30.40 | Test Accuracy: 28.99
Epoch: 49 | Loss: 0.5664 | Train Accuracy: 30.40 | Test Accuracy: 29.04
