Epoch: 0 | Loss: 1.3347 | Train Accuracy: 19.72 | Test Accuracy: 23.09
Epoch: 1 | Loss: 0.8019 | Train Accuracy: 25.04 | Test Accuracy: 24.82
Epoch: 2 | Loss: 0.6887 | Train Accuracy: 27.53 | Test Accuracy: 26.13
Epoch: 3 | Loss: 0.6249 | Train Accuracy: 29.30 | Test Accuracy: 26.92
Epoch: 4 | Loss: 0.5832 | Train Accuracy: 30.67 | Test Accuracy: 27.38
Epoch: 5 | Loss: 0.5533 | Train Accuracy: 31.78 | Test Accuracy: 27.74
Epoch: 6 | Loss: 0.5307 | Train Accuracy: 32.74 | Test Accuracy: 28.01
Epoch: 7 | Loss: 0.5132 | Train Accuracy: 33.55 | Test Accuracy: 28.22
Epoch: 8 | Loss: 0.4993 | Train Accuracy: 34.26 | Test Accuracy: 28.36
Epoch: 9 | Loss: 0.4881 | Train Accuracy: 34.88 | Test Accuracy: 28.48
Epoch: 10 | Loss: 0.4789 | Train Accuracy: 35.41 | Test Accuracy: 28.62
Epoch: 11 | Loss: 0.4713 | Train Accuracy: 35.89 | Test Accuracy: 28.68
Epoch: 12 | Loss: 0.4650 | Train Accuracy: 36.29 | Test Accuracy: 28.74
Epoch: 13 | Loss: 0.4597 | Train Accuracy: 36.65 | Test Accuracy: 28.82
Epoch: 14 | Loss: 0.4552 | Train Accuracy: 36.95 | Test Accuracy: 28.87
Epoch: 15 | Loss: 0.4514 | Train Accuracy: 37.24 | Test Accuracy: 28.94
Epoch: 16 | Loss: 0.4481 | Train Accuracy: 37.48 | Test Accuracy: 28.98
Epoch: 17 | Loss: 0.4453 | Train Accuracy: 37.70 | Test Accuracy: 28.99
Epoch: 18 | Loss: 0.4428 | Train Accuracy: 37.87 | Test Accuracy: 29.05
Epoch: 19 | Loss: 0.4406 | Train Accuracy: 38.04 | Test Accuracy: 29.06
Epoch: 20 | Loss: 0.4387 | Train Accuracy: 38.20 | Test Accuracy: 29.11
Epoch: 21 | Loss: 0.4370 | Train Accuracy: 38.34 | Test Accuracy: 29.13
Epoch: 22 | Loss: 0.4355 | Train Accuracy: 38.45 | Test Accuracy: 29.15
Epoch: 23 | Loss: 0.4341 | Train Accuracy: 38.55 | Test Accuracy: 29.15
Epoch: 24 | Loss: 0.4329 | Train Accuracy: 38.65 | Test Accuracy: 29.17
Epoch: 25 | Loss: 0.4317 | Train Accuracy: 38.74 | Test Accuracy: 29.25
Epoch: 26 | Loss: 0.4307 | Train Accuracy: 38.82 | Test Accuracy: 29.23
Epoch: 27 | Loss: 0.4298 | Train Accuracy: 38.89 | Test Accuracy: 29.25
Epoch: 28 | Loss: 0.4289 | Train Accuracy: 38.96 | Test Accuracy: 29.30
Epoch: 29 | Loss: 0.4281 | Train Accuracy: 39.02 | Test Accuracy: 29.30
Epoch: 30 | Loss: 0.4274 | Train Accuracy: 39.08 | Test Accuracy: 29.29
Epoch: 31 | Loss: 0.4267 | Train Accuracy: 39.11 | Test Accuracy: 29.31
Epoch: 32 | Loss: 0.4260 | Train Accuracy: 39.18 | Test Accuracy: 29.33
Epoch: 33 | Loss: 0.4255 | Train Accuracy: 39.22 | Test Accuracy: 29.30
Epoch: 34 | Loss: 0.4249 | Train Accuracy: 39.25 | Test Accuracy: 29.32
Epoch: 35 | Loss: 0.4244 | Train Accuracy: 39.30 | Test Accuracy: 29.34
Epoch: 36 | Loss: 0.4239 | Train Accuracy: 39.32 | Test Accuracy: 29.35
Epoch: 37 | Loss: 0.4234 | Train Accuracy: 39.37 | Test Accuracy: 29.35
Epoch: 38 | Loss: 0.4230 | Train Accuracy: 39.41 | Test Accuracy: 29.35
Epoch: 39 | Loss: 0.4226 | Train Accuracy: 39.43 | Test Accuracy: 29.36
Epoch: 40 | Loss: 0.4222 | Train Accuracy: 39.46 | Test Accuracy: 29.38
Epoch: 41 | Loss: 0.4218 | Train Accuracy: 39.49 | Test Accuracy: 29.38
Epoch: 42 | Loss: 0.4215 | Train Accuracy: 39.51 | Test Accuracy: 29.40
Epoch: 43 | Loss: 0.4211 | Train Accuracy: 39.54 | Test Accuracy: 29.40
Epoch: 44 | Loss: 0.4208 | Train Accuracy: 39.56 | Test Accuracy: 29.39
Epoch: 45 | Loss: 0.4205 | Train Accuracy: 39.58 | Test Accuracy: 29.38
Epoch: 46 | Loss: 0.4202 | Train Accuracy: 39.60 | Test Accuracy: 29.40
Epoch: 47 | Loss: 0.4199 | Train Accuracy: 39.62 | Test Accuracy: 29.38
Epoch: 48 | Loss: 0.4197 | Train Accuracy: 39.65 | Test Accuracy: 29.41
Epoch: 49 | Loss: 0.4194 | Train Accuracy: 39.66 | Test Accuracy: 29.38
