Epoch: 0 | Loss: 1.4015 | Train Accuracy: 16.39 | Test Accuracy: 24.44
Epoch: 1 | Loss: 0.7028 | Train Accuracy: 26.70 | Test Accuracy: 26.90
Epoch: 2 | Loss: 0.6169 | Train Accuracy: 28.63 | Test Accuracy: 27.57
Epoch: 3 | Loss: 0.5898 | Train Accuracy: 29.25 | Test Accuracy: 27.78
Epoch: 4 | Loss: 0.5813 | Train Accuracy: 29.46 | Test Accuracy: 27.92
Epoch: 5 | Loss: 0.5777 | Train Accuracy: 29.54 | Test Accuracy: 27.95
Epoch: 6 | Loss: 0.5757 | Train Accuracy: 29.59 | Test Accuracy: 28.02
Epoch: 7 | Loss: 0.5742 | Train Accuracy: 29.62 | Test Accuracy: 28.07
Epoch: 8 | Loss: 0.5730 | Train Accuracy: 29.67 | Test Accuracy: 28.09
Epoch: 9 | Loss: 0.5719 | Train Accuracy: 29.72 | Test Accuracy: 28.11
Epoch: 10 | Loss: 0.5709 | Train Accuracy: 29.75 | Test Accuracy: 28.12
Epoch: 11 | Loss: 0.5700 | Train Accuracy: 29.78 | Test Accuracy: 28.20
Epoch: 12 | Loss: 0.5688 | Train Accuracy: 29.84 | Test Accuracy: 28.21
Epoch: 13 | Loss: 0.5679 | Train Accuracy: 29.87 | Test Accuracy: 28.23
Epoch: 14 | Loss: 0.5670 | Train Accuracy: 29.89 | Test Accuracy: 28.19
Epoch: 15 | Loss: 0.5663 | Train Accuracy: 29.92 | Test Accuracy: 28.23
Epoch: 16 | Loss: 0.5655 | Train Accuracy: 29.94 | Test Accuracy: 28.28
Epoch: 17 | Loss: 0.5649 | Train Accuracy: 29.96 | Test Accuracy: 28.28
Epoch: 18 | Loss: 0.5642 | Train Accuracy: 29.99 | Test Accuracy: 28.29
Epoch: 19 | Loss: 0.5638 | Train Accuracy: 30.01 | Test Accuracy: 28.27
Epoch: 20 | Loss: 0.5634 | Train Accuracy: 30.02 | Test Accuracy: 28.29
Epoch: 21 | Loss: 0.5628 | Train Accuracy: 30.03 | Test Accuracy: 28.28
Epoch: 22 | Loss: 0.5625 | Train Accuracy: 30.05 | Test Accuracy: 28.31
Epoch: 23 | Loss: 0.5622 | Train Accuracy: 30.06 | Test Accuracy: 28.31
Epoch: 24 | Loss: 0.5619 | Train Accuracy: 30.07 | Test Accuracy: 28.35
Epoch: 25 | Loss: 0.5616 | Train Accuracy: 30.07 | Test Accuracy: 28.34
Epoch: 26 | Loss: 0.5614 | Train Accuracy: 30.08 | Test Accuracy: 28.31
Epoch: 27 | Loss: 0.5611 | Train Accuracy: 30.09 | Test Accuracy: 28.35
Epoch: 28 | Loss: 0.5609 | Train Accuracy: 30.10 | Test Accuracy: 28.37
Epoch: 29 | Loss: 0.5607 | Train Accuracy: 30.10 | Test Accuracy: 28.36
Epoch: 30 | Loss: 0.5605 | Train Accuracy: 30.11 | Test Accuracy: 28.33
Epoch: 31 | Loss: 0.5604 | Train Accuracy: 30.12 | Test Accuracy: 28.39
Epoch: 32 | Loss: 0.5602 | Train Accuracy: 30.13 | Test Accuracy: 28.35
Epoch: 33 | Loss: 0.5601 | Train Accuracy: 30.13 | Test Accuracy: 28.36
Epoch: 34 | Loss: 0.5598 | Train Accuracy: 30.14 | Test Accuracy: 28.37
Epoch: 35 | Loss: 0.5597 | Train Accuracy: 30.14 | Test Accuracy: 28.36
Epoch: 36 | Loss: 0.5596 | Train Accuracy: 30.14 | Test Accuracy: 28.35
Epoch: 37 | Loss: 0.5595 | Train Accuracy: 30.15 | Test Accuracy: 28.39
Epoch: 38 | Loss: 0.5594 | Train Accuracy: 30.15 | Test Accuracy: 28.39
Epoch: 39 | Loss: 0.5593 | Train Accuracy: 30.14 | Test Accuracy: 28.39
Epoch: 40 | Loss: 0.5591 | Train Accuracy: 30.16 | Test Accuracy: 28.41
Epoch: 41 | Loss: 0.5590 | Train Accuracy: 30.16 | Test Accuracy: 28.41
Epoch: 42 | Loss: 0.5589 | Train Accuracy: 30.17 | Test Accuracy: 28.39
Epoch: 43 | Loss: 0.5588 | Train Accuracy: 30.18 | Test Accuracy: 28.40
Epoch: 44 | Loss: 0.5588 | Train Accuracy: 30.17 | Test Accuracy: 28.38
Epoch: 45 | Loss: 0.5587 | Train Accuracy: 30.17 | Test Accuracy: 28.38
Epoch: 46 | Loss: 0.5586 | Train Accuracy: 30.17 | Test Accuracy: 28.37
Epoch: 47 | Loss: 0.5585 | Train Accuracy: 30.18 | Test Accuracy: 28.42
Epoch: 48 | Loss: 0.5584 | Train Accuracy: 30.19 | Test Accuracy: 28.38
Epoch: 49 | Loss: 0.5584 | Train Accuracy: 30.18 | Test Accuracy: 28.39
