Epoch: 0 | Loss: 1.7254 | Train Accuracy: 12.87 | Test Accuracy: 16.27
Epoch: 1 | Loss: 1.0743 | Train Accuracy: 19.99 | Test Accuracy: 23.65
Epoch: 2 | Loss: 0.8151 | Train Accuracy: 24.50 | Test Accuracy: 25.26
Epoch: 3 | Loss: 0.7375 | Train Accuracy: 26.06 | Test Accuracy: 25.97
Epoch: 4 | Loss: 0.7006 | Train Accuracy: 26.87 | Test Accuracy: 26.45
Epoch: 5 | Loss: 0.6777 | Train Accuracy: 27.39 | Test Accuracy: 26.78
Epoch: 6 | Loss: 0.6616 | Train Accuracy: 27.77 | Test Accuracy: 27.00
Epoch: 7 | Loss: 0.6499 | Train Accuracy: 28.08 | Test Accuracy: 27.15
Epoch: 8 | Loss: 0.6408 | Train Accuracy: 28.31 | Test Accuracy: 27.29
Epoch: 9 | Loss: 0.6339 | Train Accuracy: 28.50 | Test Accuracy: 27.37
Epoch: 10 | Loss: 0.6282 | Train Accuracy: 28.65 | Test Accuracy: 27.44
Epoch: 11 | Loss: 0.6236 | Train Accuracy: 28.79 | Test Accuracy: 27.50
Epoch: 12 | Loss: 0.6198 | Train Accuracy: 28.89 | Test Accuracy: 27.54
Epoch: 13 | Loss: 0.6165 | Train Accuracy: 28.99 | Test Accuracy: 27.57
Epoch: 14 | Loss: 0.6138 | Train Accuracy: 29.07 | Test Accuracy: 27.64
Epoch: 15 | Loss: 0.6115 | Train Accuracy: 29.16 | Test Accuracy: 27.65
Epoch: 16 | Loss: 0.6094 | Train Accuracy: 29.23 | Test Accuracy: 27.67
Epoch: 17 | Loss: 0.6076 | Train Accuracy: 29.29 | Test Accuracy: 27.71
Epoch: 18 | Loss: 0.6060 | Train Accuracy: 29.34 | Test Accuracy: 27.74
Epoch: 19 | Loss: 0.6046 | Train Accuracy: 29.39 | Test Accuracy: 27.74
Epoch: 20 | Loss: 0.6034 | Train Accuracy: 29.43 | Test Accuracy: 27.78
Epoch: 21 | Loss: 0.6024 | Train Accuracy: 29.46 | Test Accuracy: 27.77
Epoch: 22 | Loss: 0.6014 | Train Accuracy: 29.50 | Test Accuracy: 27.79
Epoch: 23 | Loss: 0.6005 | Train Accuracy: 29.53 | Test Accuracy: 27.79
Epoch: 24 | Loss: 0.5996 | Train Accuracy: 29.56 | Test Accuracy: 27.81
Epoch: 25 | Loss: 0.5989 | Train Accuracy: 29.59 | Test Accuracy: 27.84
Epoch: 26 | Loss: 0.5982 | Train Accuracy: 29.62 | Test Accuracy: 27.82
Epoch: 27 | Loss: 0.5977 | Train Accuracy: 29.64 | Test Accuracy: 27.84
Epoch: 28 | Loss: 0.5971 | Train Accuracy: 29.66 | Test Accuracy: 27.84
Epoch: 29 | Loss: 0.5965 | Train Accuracy: 29.68 | Test Accuracy: 27.84
Epoch: 30 | Loss: 0.5961 | Train Accuracy: 29.69 | Test Accuracy: 27.87
Epoch: 31 | Loss: 0.5956 | Train Accuracy: 29.71 | Test Accuracy: 27.85
Epoch: 32 | Loss: 0.5952 | Train Accuracy: 29.72 | Test Accuracy: 27.88
Epoch: 33 | Loss: 0.5948 | Train Accuracy: 29.74 | Test Accuracy: 27.87
Epoch: 34 | Loss: 0.5944 | Train Accuracy: 29.77 | Test Accuracy: 27.88
Epoch: 35 | Loss: 0.5941 | Train Accuracy: 29.77 | Test Accuracy: 27.89
Epoch: 36 | Loss: 0.5937 | Train Accuracy: 29.78 | Test Accuracy: 27.90
Epoch: 37 | Loss: 0.5935 | Train Accuracy: 29.78 | Test Accuracy: 27.90
Epoch: 38 | Loss: 0.5931 | Train Accuracy: 29.81 | Test Accuracy: 27.89
Epoch: 39 | Loss: 0.5929 | Train Accuracy: 29.81 | Test Accuracy: 27.90
Epoch: 40 | Loss: 0.5927 | Train Accuracy: 29.82 | Test Accuracy: 27.90
Epoch: 41 | Loss: 0.5925 | Train Accuracy: 29.84 | Test Accuracy: 27.90
Epoch: 42 | Loss: 0.5922 | Train Accuracy: 29.85 | Test Accuracy: 27.90
Epoch: 43 | Loss: 0.5920 | Train Accuracy: 29.85 | Test Accuracy: 27.90
Epoch: 44 | Loss: 0.5918 | Train Accuracy: 29.86 | Test Accuracy: 27.90
Epoch: 45 | Loss: 0.5916 | Train Accuracy: 29.87 | Test Accuracy: 27.90
Epoch: 46 | Loss: 0.5914 | Train Accuracy: 29.88 | Test Accuracy: 27.92
Epoch: 47 | Loss: 0.5912 | Train Accuracy: 29.89 | Test Accuracy: 27.92
Epoch: 48 | Loss: 0.5911 | Train Accuracy: 29.89 | Test Accuracy: 27.93
Epoch: 49 | Loss: 0.5909 | Train Accuracy: 29.89 | Test Accuracy: 27.94
