Epoch: 0 | Loss: 1.0828 | Train Accuracy: 22.21 | Test Accuracy: 25.05
Epoch: 1 | Loss: 0.6745 | Train Accuracy: 27.69 | Test Accuracy: 26.98
Epoch: 2 | Loss: 0.5694 | Train Accuracy: 30.77 | Test Accuracy: 28.06
Epoch: 3 | Loss: 0.5202 | Train Accuracy: 32.48 | Test Accuracy: 28.61
Epoch: 4 | Loss: 0.4968 | Train Accuracy: 33.40 | Test Accuracy: 28.86
Epoch: 5 | Loss: 0.4846 | Train Accuracy: 33.95 | Test Accuracy: 29.05
Epoch: 6 | Loss: 0.4777 | Train Accuracy: 34.30 | Test Accuracy: 29.12
Epoch: 7 | Loss: 0.4735 | Train Accuracy: 34.51 | Test Accuracy: 29.18
Epoch: 8 | Loss: 0.4708 | Train Accuracy: 34.64 | Test Accuracy: 29.27
Epoch: 9 | Loss: 0.4689 | Train Accuracy: 34.74 | Test Accuracy: 29.30
Epoch: 10 | Loss: 0.4674 | Train Accuracy: 34.81 | Test Accuracy: 29.32
Epoch: 11 | Loss: 0.4662 | Train Accuracy: 34.85 | Test Accuracy: 29.32
Epoch: 12 | Loss: 0.4654 | Train Accuracy: 34.89 | Test Accuracy: 29.34
Epoch: 13 | Loss: 0.4646 | Train Accuracy: 34.91 | Test Accuracy: 29.35
Epoch: 14 | Loss: 0.4641 | Train Accuracy: 34.96 | Test Accuracy: 29.35
Epoch: 15 | Loss: 0.4636 | Train Accuracy: 34.97 | Test Accuracy: 29.40
Epoch: 16 | Loss: 0.4632 | Train Accuracy: 34.99 | Test Accuracy: 29.41
Epoch: 17 | Loss: 0.4628 | Train Accuracy: 35.02 | Test Accuracy: 29.38
Epoch: 18 | Loss: 0.4624 | Train Accuracy: 35.04 | Test Accuracy: 29.41
Epoch: 19 | Loss: 0.4622 | Train Accuracy: 35.05 | Test Accuracy: 29.43
Epoch: 20 | Loss: 0.4620 | Train Accuracy: 35.07 | Test Accuracy: 29.45
Epoch: 21 | Loss: 0.4617 | Train Accuracy: 35.08 | Test Accuracy: 29.41
Epoch: 22 | Loss: 0.4616 | Train Accuracy: 35.08 | Test Accuracy: 29.45
Epoch: 23 | Loss: 0.4614 | Train Accuracy: 35.10 | Test Accuracy: 29.46
Epoch: 24 | Loss: 0.4612 | Train Accuracy: 35.10 | Test Accuracy: 29.47
Epoch: 25 | Loss: 0.4611 | Train Accuracy: 35.09 | Test Accuracy: 29.48
Epoch: 26 | Loss: 0.4609 | Train Accuracy: 35.12 | Test Accuracy: 29.48
Epoch: 27 | Loss: 0.4608 | Train Accuracy: 35.13 | Test Accuracy: 29.48
Epoch: 28 | Loss: 0.4608 | Train Accuracy: 35.14 | Test Accuracy: 29.47
Epoch: 29 | Loss: 0.4606 | Train Accuracy: 35.14 | Test Accuracy: 29.51
Epoch: 30 | Loss: 0.4605 | Train Accuracy: 35.14 | Test Accuracy: 29.52
Epoch: 31 | Loss: 0.4604 | Train Accuracy: 35.14 | Test Accuracy: 29.51
Epoch: 32 | Loss: 0.4603 | Train Accuracy: 35.16 | Test Accuracy: 29.48
Epoch: 33 | Loss: 0.4602 | Train Accuracy: 35.16 | Test Accuracy: 29.50
Epoch: 34 | Loss: 0.4602 | Train Accuracy: 35.18 | Test Accuracy: 29.48
Epoch: 35 | Loss: 0.4601 | Train Accuracy: 35.18 | Test Accuracy: 29.50
Epoch: 36 | Loss: 0.4600 | Train Accuracy: 35.18 | Test Accuracy: 29.51
Epoch: 37 | Loss: 0.4600 | Train Accuracy: 35.17 | Test Accuracy: 29.50
Epoch: 38 | Loss: 0.4599 | Train Accuracy: 35.18 | Test Accuracy: 29.51
Epoch: 39 | Loss: 0.4598 | Train Accuracy: 35.18 | Test Accuracy: 29.51
Epoch: 40 | Loss: 0.4597 | Train Accuracy: 35.18 | Test Accuracy: 29.52
Epoch: 41 | Loss: 0.4597 | Train Accuracy: 35.20 | Test Accuracy: 29.53
Epoch: 42 | Loss: 0.4597 | Train Accuracy: 35.19 | Test Accuracy: 29.50
Epoch: 43 | Loss: 0.4597 | Train Accuracy: 35.19 | Test Accuracy: 29.52
Epoch: 44 | Loss: 0.4595 | Train Accuracy: 35.20 | Test Accuracy: 29.53
Epoch: 45 | Loss: 0.4595 | Train Accuracy: 35.21 | Test Accuracy: 29.51
Epoch: 46 | Loss: 0.4594 | Train Accuracy: 35.21 | Test Accuracy: 29.52
Epoch: 47 | Loss: 0.4595 | Train Accuracy: 35.20 | Test Accuracy: 29.54
Epoch: 48 | Loss: 0.4594 | Train Accuracy: 35.20 | Test Accuracy: 29.56
Epoch: 49 | Loss: 0.4593 | Train Accuracy: 35.21 | Test Accuracy: 29.54
